Employee_ID,Department,Attrition_Probability,Predicted_Attrition_Flag,Forecasted_KPI_Score,Predicted_Top_Performer,Attendance_Status,Critical_Flight_Risk,Performance_Level,Flight_Risk_Level,Risk_Segment,Satisfaction_Score,Work_Life_Balance,Compa_Ratio,Total_Overtime_Hours,Training_Hours_Completed,Manager_Rating
EMP00156,Operations,0.703,1,112.5,1,Normal,0,High,High,"High Risk, High Performer",2,3,0.7714977313679092,25,31,5
EMP01890,HR,0.703,1,83.5,0,Normal,0,Medium,High,"High Risk, Medium Performer",1,1,1.1863292837601285,20,4,3
EMP00380,Operations,0.701,1,86.4,1,Normal,0,High,High,"High Risk, High Performer",2,3,0.7903631982285131,21,16,4
EMP00597,Technology,0.7,1,103.5,1,Normal,0,High,High,"High Risk, High Performer",2,1,1.1326970380760708,29,17,5
EMP01357,Operations,0.7,1,110.9,1,Normal,0,High,High,"High Risk, High Performer",4,2,0.602674597833402,23,37,5
EMP00902,Sales,0.699,1,117.7,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,5,0.8523647604327667,28,37,5
EMP00521,Sales,0.696,1,93.0,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,3,0.8285316846986089,20,21,5
EMP00031,Technology,0.69,1,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,2,1.1089731861519383,22,35,5
EMP01555,Sales,0.69,1,77.0,0,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",2,3,0.935785677485832,29,2,3
EMP01848,Sales,0.689,1,93.0,1,Normal,0,High,Medium,"Medium Risk, High Performer",4,1,0.6169088098918083,27,21,3
EMP01861,Sales,0.688,1,63.3,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",3,3,0.5968057702215352,24,1,1
EMP00326,Operations,0.685,1,115.8,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,3,1.494431539413412,28,21,5
EMP01782,Operations,0.685,1,97.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",3,4,0.5570848620367758,24,23,4
EMP00625,Technology,0.684,1,111.7,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,1,1.3588359659287268,19,17,5
EMP01601,Technology,0.684,1,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.0882173568335671,18,38,5
EMP00272,Finance,0.683,1,71.1,0,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",4,1,0.7850926271291807,18,4,2
EMP00419,Operations,0.681,1,77.0,0,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",5,3,1.1130733994746325,17,2,2
EMP00098,Finance,0.676,1,63.3,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",3,3,0.5922023291474988,23,5,2
EMP00386,Sales,0.676,1,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.18,20,30,5
EMP01127,Sales,0.676,1,93.0,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,4,0.86,26,17,4
EMP01058,Technology,0.672,1,102.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",4,3,0.543137972393324,25,31,5
EMP00712,Sales,0.671,1,68.8,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",3,2,0.4215971148892323,29,8,1
EMP00083,Marketing,0.67,1,117.7,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,0.7705853174603174,20,39,5
EMP00442,Operations,0.67,1,66.3,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",4,3,0.9429911208562186,18,1,2
EMP00202,Technology,0.668,1,108.2,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,2,1.1224512614096074,20,23,5
EMP00451,Operations,0.668,1,108.2,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.1916071467338212,19,24,5
EMP01803,Operations,0.668,1,97.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",4,3,0.5492369146603565,25,27,4
EMP01586,Operations,0.658,1,115.8,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,2,1.5013676920738988,29,20,5
EMP01588,Operations,0.658,1,92.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.3316653279204569,24,5,4
EMP01725,Operations,0.658,1,117.7,1,Normal,0,High,Medium,"Medium Risk, High Performer",5,2,0.6276295508325554,28,38,5
EMP01046,Technology,0.657,1,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.154123721819032,24,39,5
EMP00659,Operations,0.655,1,94.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,4,1.0182901678136465,30,14,4
EMP00733,Technology,0.653,1,103.5,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,1,1.185389603789311,21,21,5
EMP01795,Technology,0.652,1,87.8,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.0655302799292554,17,11,4
EMP00240,Technology,0.651,1,118.6,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.2143684820393974,23,26,5
EMP01417,Marketing,0.65,1,100.2,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,1,1.433821097883598,25,9,4
EMP01070,Technology,0.649,1,94.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,3,0.932955215384928,22,15,4
EMP01894,Technology,0.648,1,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,5,1.1565733569148828,23,30,5
EMP00924,Finance,0.645,1,63.3,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",4,3,0.645043308881429,22,1,1
EMP01898,Operations,0.643,1,77.0,0,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",1,4,1.1982936413173262,23,3,3
EMP01961,Operations,0.636,1,104.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,2,0.8406855827887892,21,25,5
EMP01391,Sales,0.634,1,87.8,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.0647398248325606,25,9,4
EMP01780,Technology,0.632,1,87.8,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,1,0.9287267996178162,23,10,4
EMP01637,Sales,0.629,1,107.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,4,1.359474497681607,18,14,5
EMP00293,Finance,0.624,1,92.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,2,1.5099672593145177,16,7,5
EMP00886,Technology,0.624,1,117.7,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,1,0.819225061494989,26,38,5
EMP00557,Operations,0.623,1,97.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",3,2,0.5930464798211146,25,27,5
EMP00637,Technology,0.62,1,103.5,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,2,1.170407188306804,21,19,5
EMP01773,Operations,0.62,1,104.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,2,0.78743242949873,30,28,5
EMP00744,Sales,0.615,1,115.8,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,4,1.4631530139103557,22,23,5
EMP01864,Technology,0.613,1,102.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",3,3,0.4258299282389055,22,33,5
EMP01891,Operations,0.605,1,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,5,1.2424939756420554,25,35,5
EMP00151,Sales,0.602,1,103.5,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.1839979392065945,24,22,5
EMP00526,Technology,0.6,1,107.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,4,1.2137281209977435,19,16,5
EMP01451,Sales,0.6,1,79.1,1,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",2,3,0.9235342606903658,25,9,3
EMP01659,Technology,0.599,1,93.0,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,5,0.6957675184484967,25,22,5
EMP01347,Technology,0.596,1,86.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,1,0.8492813726088105,25,16,4
EMP00144,Technology,0.592,1,118.6,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,1,1.330507613181273,21,25,5
EMP00354,Technology,0.586,1,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,4,1.4758085828708505,33,36,5
EMP01860,Sales,0.585,1,83.5,1,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",2,4,1.2714167954662543,17,4,3
EMP00670,Marketing,0.57,1,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,2,1.4034804894179893,28,28,5
EMP01584,Operations,0.57,1,97.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",3,4,0.5843410112237588,23,25,5
EMP01507,Sales,0.561,1,71.1,0,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",4,5,0.7382277176713035,19,6,2
EMP00481,Finance,0.548,1,84.9,1,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",4,2,0.578463674416677,20,19,4
EMP01165,Technology,0.546,1,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.2566221463275802,23,39,5
EMP01121,Technology,0.545,1,97.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",4,1,0.5568091724095872,19,29,5
EMP01245,Technology,0.545,1,112.0,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,4,1.0010062816368848,21,25,5
EMP00285,Operations,0.543,1,77.0,0,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",3,1,0.4515229142695873,18,16,3
EMP01959,Technology,0.542,1,118.6,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,2,1.491187412331524,23,26,5
EMP00005,Marketing,0.539,1,104.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,3,0.826337218915344,23,25,5
EMP01958,Technology,0.539,1,94.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,4,1.0165579069341952,24,12,4
EMP00755,HR,0.537,1,86.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,2,0.807433884340835,24,15,4
EMP00032,Marketing,0.536,1,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.304852843915344,18,32,5
EMP01875,Sales,0.536,1,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.1114374034003092,22,29,5
EMP00348,Operations,0.533,1,118.6,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,4,1.3854937802574734,24,27,5
EMP00391,Operations,0.533,1,87.8,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,2,1.2869439680437662,23,11,4
EMP01970,Operations,0.533,1,86.4,0,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,0.7584938019668714,25,13,3
EMP00566,Technology,0.53,1,58.6,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",4,1,0.4174950702364253,18,2,1
EMP00287,Finance,0.529,1,58.6,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",3,2,0.4532616353765178,27,6,1
EMP00105,Operations,0.527,1,87.8,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,2,1.203569025030936,28,10,4
EMP01853,Technology,0.524,1,111.7,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,1,1.2994246915086094,24,19,5
EMP01988,Operations,0.524,1,92.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,4,1.5786097301521829,21,3,5
EMP01732,Marketing,0.523,1,66.3,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",4,3,0.8931981646825397,19,0,2
EMP01115,HR,0.518,1,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,1,1.2756784520078406,22,38,5
EMP01841,Operations,0.518,1,71.1,0,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",4,1,0.7669170483902481,21,3,2
EMP01936,Technology,0.518,1,93.0,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,0.8423797036043179,28,18,4
EMP01943,Operations,0.516,1,118.6,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,3,1.4473330004558973,23,27,5
EMP00093,Operations,0.513,1,77.0,0,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",3,3,1.1212361331220286,17,3,2
EMP01123,Operations,0.511,1,97.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,4,0.6683563814775416,23,28,5
EMP01200,HR,0.505,1,100.2,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.4622697875284325,21,10,5
EMP00255,Finance,0.504,1,104.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,0.911786646773592,23,28,5
EMP00016,Operations,0.503,1,112.5,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,2,0.8536135292968327,21,33,5
EMP01265,Operations,0.5,0,103.5,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.226135944250266,28,17,5
EMP00634,Marketing,0.494,0,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,1,1.3056795634920637,30,31,5
EMP00742,Operations,0.491,0,108.2,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,1,1.155298178581508,28,24,5
EMP01412,Operations,0.491,0,66.3,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",4,3,0.7971690945010095,19,1,2
EMP00042,Sales,0.49,0,118.6,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,2,1.2150850077279751,26,27,5
EMP01406,Operations,0.488,0,93.0,1,Normal,0,High,Medium,"Medium Risk, High Performer",3,3,0.5936543429650696,21,18,4
EMP01662,Sales,0.488,0,103.5,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,4,1.0462235960844926,23,22,5
EMP01306,HR,0.486,0,115.8,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,1,1.529627572038029,22,17,5
EMP00381,Sales,0.484,0,118.6,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,3,1.09973209685729,21,27,5
EMP01039,Finance,0.482,0,68.8,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",4,4,0.6161051017447884,19,7,2
EMP01876,Operations,0.482,0,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.6024900679504157,23,37,5
EMP00117,Technology,0.478,0,77.0,0,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",3,1,0.47298286271879,16,12,2
EMP00489,Technology,0.475,0,94.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,2,1.010062816368848,23,16,4
EMP01229,Finance,0.475,0,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,2,1.195967507977952,26,33,5
EMP01408,Sales,0.467,0,112.5,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,0.765193199381762,16,33,5
EMP00629,Operations,0.465,0,68.8,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",4,4,0.4649827410285913,19,9,1
EMP01280,Operations,0.46,0,108.2,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,2,1.2640514078544602,21,23,5
EMP00787,Operations,0.457,0,77.0,0,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",3,3,0.6199986974361201,22,16,3
EMP01289,Operations,0.457,0,97.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",4,2,0.5631634934763259,18,29,5
EMP00782,Technology,0.455,0,86.6,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.3761155495924051,24,1,3
EMP01540,Finance,0.454,0,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,4,1.207209167391935,24,35,5
EMP00155,Sales,0.452,0,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,3,1.2191138588356518,24,36,5
EMP01636,Operations,0.45,0,94.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,4,1.1797103966307014,26,15,4
EMP00763,Sales,0.445,0,100.2,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,2,1.266481195260175,17,11,5
EMP01851,Technology,0.441,0,63.3,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",3,2,0.6239047793295521,29,1,1
EMP01224,HR,0.438,0,92.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.4195029402207524,20,3,4
EMP01455,Sales,0.436,0,77.0,0,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",2,3,0.651602266872746,19,13,3
EMP00044,Technology,0.435,0,84.9,0,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",3,3,0.4723933239820292,21,21,4
EMP00141,Technology,0.435,0,93.0,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,1,0.8467605862861093,21,19,4
EMP00774,Technology,0.435,0,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,3,1.3898985586794332,21,38,5
EMP00853,Technology,0.432,0,103.5,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,2,1.1535545120042283,23,17,5
EMP00086,Technology,0.43,0,94.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.1651724909028074,18,13,5
EMP00710,Sales,0.429,0,94.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,5,1.021689850592478,18,15,5
EMP01276,Technology,0.428,0,93.0,1,Normal,0,High,Medium,"Medium Risk, High Performer",4,3,0.6049378951434206,25,21,5
EMP00846,Marketing,0.426,0,87.8,0,Normal,0,High,Medium,"Medium Risk, High Performer",1,4,0.9331390542328042,21,9,3
EMP01075,Marketing,0.423,0,111.7,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,2,1.3525855654761905,23,22,5
EMP01441,Technology,0.423,0,117.7,1,Normal,0,High,Medium,"Medium Risk, High Performer",3,1,0.5730214876705089,21,38,5
EMP01277,Operations,0.422,0,66.3,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",3,3,0.7597312376527798,26,2,1
EMP01656,Finance,0.422,0,77.0,0,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",1,1,1.054032492022048,22,3,3
EMP01731,Sales,0.415,0,97.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,3,0.640030911901082,20,27,5
EMP01208,Technology,0.414,0,93.0,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,4,0.907747352157915,28,20,5
EMP01336,Technology,0.414,0,100.2,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,1,1.3135837856518469,28,8,4
EMP00169,Operations,0.41,0,107.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,3,1.482513079912294,25,14,5
EMP01635,Sales,0.41,0,119.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,0.9328078310149408,20,36,5
EMP01915,HR,0.408,0,118.6,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,4,1.2895986415236738,23,25,5
EMP01523,Technology,0.405,0,92.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,1,1.391768819499502,25,7,4
EMP00545,Technology,0.403,0,84.9,0,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",3,3,0.4684088552784046,18,19,3
EMP01014,Operations,0.401,0,87.8,0,Normal,0,High,Medium,"Medium Risk, High Performer",2,4,1.034062045459479,23,9,3
EMP00063,Sales,0.399,0,112.5,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,5,0.6968778979907264,23,33,5
EMP00665,Sales,0.399,0,111.7,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,2,1.3998145285935084,22,18,5
EMP01092,Operations,0.399,0,86.6,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.4509259058246315,18,0,4
EMP00792,Finance,0.394,0,84.9,1,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",3,2,0.5672220150026939,21,20,4
EMP01304,Technology,0.388,0,68.8,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",1,4,0.6648675570734484,26,9,3
EMP00492,Technology,0.387,0,92.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,4,1.32078022402472,26,6,4
EMP01711,Marketing,0.386,0,118.6,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,3,1.4732762896825398,23,26,5
EMP01784,Marketing,0.386,0,103.5,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,5,1.2177786044973544,20,20,5
EMP00411,Sales,0.385,0,97.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",4,3,0.5601957753735188,25,26,5
EMP01718,Sales,0.384,0,112.5,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,1,0.8264708912931479,18,30,5
EMP00161,Technology,0.383,0,103.5,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,3,0.9372039600739972,19,20,5
EMP01518,Sales,0.381,0,58.6,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",3,3,0.5053683668212262,24,5,1
EMP00009,Sales,0.377,0,112.0,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.0643379701184956,21,27,5
EMP00942,Operations,0.377,0,103.5,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,1,1.1669561253066452,16,18,5
EMP01809,Technology,0.377,0,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.0831961131101218,15,35,5
EMP01301,Operations,0.374,0,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.4589692377830363,20,35,5
EMP00978,Technology,0.369,0,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,4,1.2733935069423268,20,28,5
EMP00571,Technology,0.368,0,63.3,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",5,2,0.6418552174178204,25,6,1
EMP01233,Sales,0.368,0,63.3,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",3,1,0.6017722823286965,22,5,1
EMP01815,Marketing,0.367,0,119.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,0.9188988095238096,19,35,5
EMP01297,Operations,0.361,0,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.4865727373379936,27,31,5
EMP00957,Technology,0.358,0,112.0,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,0.9681039214490456,20,29,5
EMP01832,Operations,0.358,0,87.8,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,3,1.1774634739378678,25,11,4
EMP00167,Technology,0.356,0,58.6,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",5,3,0.5252180276879918,25,4,1
EMP00790,Technology,0.351,0,94.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.0791404931796469,24,14,5
EMP01247,Technology,0.351,0,117.7,1,Anomaly,0,High,Medium,"Medium Risk, High Performer",3,2,0.5851985119229127,36,39,5
EMP01308,HR,0.351,0,117.7,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,2,0.6474460435425206,23,38,5
EMP00052,Technology,0.349,0,118.6,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,1,1.4068833729747312,21,26,5
EMP01196,Sales,0.348,0,66.3,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",3,3,0.907449768160742,31,1,2
EMP00476,Technology,0.344,0,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,2,1.4330771889166718,22,36,5
EMP00785,Sales,0.342,0,104.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,0.9002266872746008,21,28,5
EMP01859,Operations,0.341,0,118.6,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,1,1.3451142999804615,15,25,5
EMP01653,Technology,0.34,0,84.9,1,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",3,3,0.4475107235063325,22,22,3
EMP01311,Sales,0.333,0,100.2,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.5099021123132406,21,10,5
EMP00239,Operations,0.331,0,84.9,1,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",3,3,0.5203634153224931,22,22,3
EMP00153,Sales,0.33,0,119.9,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.3656362699639362,22,29,5
EMP00729,HR,0.329,0,119.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,2,1.0,26,36,5
EMP00572,Sales,0.327,0,97.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",3,3,0.4326223596084492,14,27,4
EMP01914,Operations,0.327,0,104.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,0.8502811367040792,30,29,5
EMP00309,Technology,0.324,0,92.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,3,1.3290134374174138,19,6,4
EMP01913,Operations,0.324,0,71.1,0,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",3,3,0.8684193387317369,24,5,2
EMP00069,Sales,0.323,0,94.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.01166409067491,18,12,5
EMP01151,Technology,0.32,0,118.6,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,3,1.1090443373787888,32,26,5
EMP00506,Operations,0.319,0,119.4,1,Anomaly,0,High,Medium,"Medium Risk, High Performer",1,3,0.9274146277923712,13,32,5
EMP00715,Technology,0.319,0,100.2,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,2,1.439521457177126,22,12,5
EMP00907,Sales,0.319,0,93.0,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,3,0.7865121071612571,15,20,5
EMP01364,Technology,0.318,0,79.1,0,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",3,4,0.7201114024923259,24,10,2
EMP00777,Technology,0.315,0,108.2,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,5,1.063151796060255,20,24,5
EMP01017,Operations,0.315,0,97.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",3,3,0.4854438486420772,22,25,4
EMP00150,Operations,0.313,0,63.3,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",3,3,0.6528015978116927,25,5,2
EMP01119,Technology,0.312,0,93.0,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,5,0.8901323412819419,18,21,5
EMP01776,Operations,0.312,0,79.1,0,Normal,0,Medium,Medium,"Medium Risk, Medium Performer",2,4,0.7353624383995832,17,9,3
EMP01775,Sales,0.311,0,112.5,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,0.6936115404430706,25,32,5
EMP00520,Technology,0.31,0,112.0,1,Normal,0,High,Medium,"Medium Risk, High Performer",1,3,1.032322985912057,26,26,5
EMP00880,Operations,0.309,0,102.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",4,4,0.5656275101491436,21,30,5
EMP01146,Technology,0.309,0,107.4,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.4971437864650037,30,16,5
EMP00646,Finance,0.307,0,66.3,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",4,3,0.7972046085623109,30,0,2
EMP01169,Marketing,0.303,0,115.8,1,Normal,0,High,Medium,"Medium Risk, High Performer",2,3,1.4830212466931216,19,21,5
EMP00806,Operations,0.3,0,66.3,0,Normal,0,Low,Medium,"Medium Risk, Low Performer",3,3,0.8829212165946638,18,2,2
EMP01536,Finance,0.298,0,110.9,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,0.5690766297815906,23,37,5
EMP01745,Finance,0.296,0,110.9,1,Normal,0,High,Low,"Low Risk, High Performer",3,4,0.5427079447967177,21,39,5
EMP01029,Sales,0.291,0,77.0,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,2,0.6187944358578052,29,16,2
EMP01153,Sales,0.289,0,119.4,1,Normal,0,High,Low,"Low Risk, High Performer",2,4,1.028933539412674,20,35,5
EMP01483,Operations,0.287,0,83.5,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,4,0.9879512841108916,22,6,2
EMP00560,Operations,0.284,0,103.5,1,Normal,0,High,Low,"Low Risk, High Performer",1,2,1.021199227145431,25,22,5
EMP00598,Technology,0.283,0,86.4,1,Normal,0,High,Low,"Low Risk, High Performer",1,2,0.8019454778313106,20,13,4
EMP00687,Technology,0.283,0,119.9,1,Normal,0,High,Low,"Low Risk, High Performer",2,2,1.2298184627269215,19,29,5
EMP00741,Technology,0.281,0,112.5,1,Normal,0,High,Low,"Low Risk, High Performer",2,4,0.8815840295989104,25,32,5
