Employee_ID,Satisfaction_Score,Work_Life_Balance
EMP01395,3,1
EMP01396,3,3
EMP01397,4,3
EMP01398,3,4
EMP01399,1,3
EMP01400,4,3
EMP01401,4,1
EMP01402,3,2
EMP01403,5,1
EMP01404,5,4
EMP01405,3,3
EMP01406,3,3
EMP01407,5,3
EMP01408,2,3
EMP01409,3,1
EMP01410,2,2
EMP01411,4,1
EMP01412,4,3
EMP01413,2,2
EMP01414,5,3
EMP01415,4,3
EMP01416,4,3
EMP01417,1,1
EMP01418,3,2
EMP01419,3,2
EMP01420,3,3
EMP01421,3,1
EMP01422,4,4
EMP01423,3,3
EMP01424,4,2
EMP01425,2,3
EMP01426,2,3
EMP01427,1,3
EMP01428,3,2
EMP01429,3,2
EMP01430,4,2
EMP01431,3,2
EMP01432,3,3
EMP01433,3,3
EMP01434,1,4
EMP01435,2,1
EMP01436,3,1
EMP01437,3,3
EMP01438,4,2
EMP01439,3,2
EMP01440,4,3
EMP01441,3,1
EMP01442,5,3
EMP01443,2,2
EMP01444,3,3
EMP01445,3,4
EMP01446,5,2
EMP01447,2,4
EMP01448,3,3
EMP01449,3,4
EMP01450,3,2
EMP01451,2,3
EMP01452,1,3
EMP01453,3,3
EMP01454,3,3
EMP01455,2,3
EMP01456,3,4
EMP01457,1,2
EMP01458,5,2
EMP01459,3,3
EMP01460,4,3
EMP01461,3,3
EMP01462,5,3
EMP01463,3,5
EMP01464,3,3
EMP01465,3,1
EMP01466,4,2
EMP01467,3,5
EMP01468,2,3
EMP01469,2,4
EMP01470,3,2
EMP01471,3,3
EMP01472,1,3
EMP01473,3,2
EMP01474,3,3
EMP01475,4,3
EMP01476,1,3
EMP01477,3,4
EMP01478,4,4
EMP01479,3,4
EMP01480,2,4
EMP01481,4,3
EMP01482,3,2
EMP01483,3,4
EMP01484,5,3
EMP01485,5,2
EMP01486,3,3
EMP01487,2,1
EMP01488,3,3
EMP01489,1,2
EMP01490,1,2
EMP01491,3,5
EMP01492,5,3
EMP01493,4,3
EMP01494,3,3
EMP01495,3,4
EMP01496,1,3
EMP01497,2,3
EMP01498,1,5
EMP01499,4,2
EMP01500,2,4
EMP01501,4,3
EMP01502,3,3
EMP01503,2,1
EMP01504,2,3
EMP01505,3,3
EMP01506,5,5
EMP01507,4,5
EMP01508,3,5
EMP01509,3,2
EMP01510,3,5
EMP01511,5,3
EMP01512,4,4
EMP01513,3,2
EMP01514,3,3
EMP01515,3,5
EMP01516,3,4
EMP01517,1,3
EMP01518,3,3
EMP01519,5,2
EMP01520,3,3
EMP01521,1,3
EMP01522,4,1
EMP01523,2,1
EMP01524,2,1
EMP01525,2,3
EMP01526,3,1
EMP01527,3,3
EMP01528,3,2
EMP01529,4,3
EMP01530,3,3
EMP01531,4,3
EMP01532,2,3
EMP01533,4,3
EMP01534,3,2
EMP01535,3,4
EMP01536,3,2
EMP01537,3,2
EMP01538,1,3
EMP01539,4,2
EMP01540,1,4
EMP01541,2,2
EMP01542,3,3
EMP01543,4,1
EMP01544,1,2
EMP01545,5,2
EMP01546,5,4
EMP01547,3,5
EMP01548,3,3
EMP01549,4,4
EMP01550,3,3
EMP01551,3,5
EMP01552,5,4
EMP01553,5,1
EMP01554,5,3
EMP01555,2,3
EMP01556,2,1
EMP01557,2,2
EMP01558,3,4
EMP01559,3,4
EMP01560,3,3
EMP01561,3,5
EMP01562,4,4
EMP01563,4,1
EMP01564,4,2
EMP01565,1,1
EMP01566,1,1
EMP01567,4,2
EMP01568,3,3
EMP01569,3,4
EMP01570,1,4
EMP01571,2,3
EMP01572,3,4
EMP01573,4,3
EMP01574,5,4
EMP01575,3,3
EMP01576,3,2
EMP01577,4,4
EMP01578,3,2
EMP01579,3,3
EMP01580,5,2
EMP01581,4,3
EMP01582,5,5
EMP01583,2,1
EMP01584,3,4
EMP01585,4,1
EMP01586,2,2
EMP01587,4,2
EMP01588,2,3
EMP01589,4,1
EMP01590,3,3
EMP01591,2,2
EMP01592,3,1
EMP01593,3,3
EMP01594,3,2
EMP01595,3,2
EMP01596,4,2
EMP01597,3,3
EMP01598,3,3
EMP01599,1,1
EMP01600,5,2
EMP01601,2,3
EMP01602,3,2
EMP01603,4,4
EMP01604,2,3
EMP01605,3,3
EMP01606,2,2
EMP01607,4,3
EMP01608,3,4
EMP01609,4,3
EMP01610,4,3
EMP01611,3,3
EMP01612,4,3
EMP01613,3,2
EMP01614,3,3
EMP01615,3,2
EMP01616,5,3
EMP01617,3,4
EMP01618,3,4
EMP01619,3,3
EMP01620,3,2
EMP01621,1,1
EMP01622,3,3
EMP01623,3,4
EMP01624,3,3
EMP01625,3,1
EMP01626,3,4
EMP01627,4,5
EMP01628,5,3
EMP01629,3,3
EMP01630,1,3
EMP01631,5,3
EMP01632,4,5
EMP01633,3,1
EMP01634,2,3
EMP01635,2,3
EMP01636,2,4
EMP01637,1,4
EMP01638,5,5
EMP01639,3,3
EMP01640,3,4
EMP01641,4,3
EMP01642,4,3
EMP01643,4,2
EMP01644,5,4
EMP01645,3,5
EMP01646,5,2
EMP01647,4,1
EMP01648,1,4
EMP01649,3,3
EMP01650,3,5
EMP01651,5,2
EMP01652,3,1
EMP01653,3,3
EMP01654,1,1
EMP01655,3,2
EMP01656,1,1
EMP01657,3,2
EMP01658,4,1
EMP01659,2,5
EMP01660,3,2
EMP01661,2,3
EMP01662,2,4
EMP01663,3,3
EMP01664,1,3
EMP01665,3,3
EMP01666,1,4
EMP01667,2,4
EMP01668,3,3
EMP01669,3,4
EMP01670,1,3
EMP01671,3,2
EMP01672,4,4
EMP01673,4,3
EMP01674,2,4
EMP01675,3,1
EMP01676,3,2
EMP01677,1,4
EMP01678,4,2
EMP01679,5,4
EMP01680,4,5
EMP01681,4,4
EMP01682,4,3
EMP01683,3,3
EMP01684,3,4
EMP01685,4,3
EMP01686,3,3
EMP01687,3,5
EMP01688,3,3
EMP01689,4,5
EMP01690,1,1
EMP01691,3,1
EMP01692,5,3
EMP01693,4,2
EMP01694,5,3
EMP01695,3,2
EMP01696,1,5
EMP01697,4,2
EMP01698,2,3
EMP01699,3,2
EMP01700,3,3
EMP01701,2,1
EMP01702,3,1
EMP01703,3,3
EMP01704,3,2
EMP01705,4,2
EMP01706,2,3
EMP01707,2,1
EMP01708,3,3
EMP01709,3,1
EMP01710,5,2
EMP01711,1,3
EMP01712,4,1
EMP01713,3,4
EMP01714,3,4
EMP01715,1,1
EMP01716,3,5
EMP01717,2,2
EMP01718,2,1
EMP01719,3,1
EMP01720,4,3
EMP01721,4,3
EMP01722,3,2
EMP01723,3,4
EMP01724,3,3
EMP01725,5,2
EMP01726,3,3
EMP01727,2,4
EMP01728,2,1
EMP01729,3,2
EMP01730,3,3
EMP01731,1,3
EMP01732,4,3
EMP01733,4,2
EMP01734,3,3
EMP01735,1,3
EMP01736,3,3
EMP01737,5,1
EMP01738,4,3
EMP01739,2,2
EMP01740,2,3
EMP01741,3,4
EMP01742,3,3
EMP01743,3,1
EMP01744,5,3
EMP01745,3,4
EMP01746,1,3
EMP01747,4,3
EMP01748,1,2
EMP01749,5,3
EMP01750,3,3
EMP01751,5,5
EMP01752,2,3
EMP01753,1,3
EMP01754,3,3
EMP01755,3,2
EMP01756,3,4
EMP01757,5,3
EMP01758,4,5
EMP01759,3,3
EMP01760,2,1
EMP01761,4,3
EMP01762,4,1
EMP01763,3,2
EMP01764,5,2
EMP01765,2,3
EMP01766,2,3
EMP01767,1,1
EMP01768,4,3
EMP01769,3,3
EMP01770,3,4
EMP01771,2,3
EMP01772,1,3
EMP01773,2,2
EMP01774,3,3
EMP01775,2,3
EMP01776,2,4
EMP01777,4,1
EMP01778,3,3
EMP01779,4,3
EMP01780,1,1
EMP01781,3,3
EMP01782,3,4
EMP01783,2,3
EMP01784,2,5
EMP01785,4,1
EMP01786,5,3
EMP01787,1,3
EMP01788,3,3
EMP01789,5,5
EMP01790,1,1
EMP01791,3,4
EMP01792,5,3
EMP01793,5,2
EMP01794,3,4
EMP01795,2,3
EMP01796,2,4
EMP01797,4,2
EMP01798,5,4
EMP01799,3,3
EMP01800,4,1
EMP01801,4,3
EMP01802,3,2
EMP01803,4,3
EMP01804,3,2
EMP01805,3,1
EMP01806,2,2
EMP01807,4,3
EMP01808,3,3
EMP01809,2,3
EMP01810,4,2
EMP01811,3,3
EMP01812,5,3
EMP01813,2,2
EMP01814,3,4
EMP01815,2,3
EMP01816,5,3
EMP01817,1,2
EMP01818,3,1
EMP01819,4,4
EMP01820,3,4
EMP01821,5,1
EMP01822,4,2
EMP01823,2,3
EMP01824,1,3
EMP01825,2,4
EMP01826,2,1
EMP01827,4,3
EMP01828,5,1
EMP01829,1,2
EMP01830,3,1
EMP01831,3,4
EMP01832,1,3
EMP01833,3,4
EMP01834,3,1
EMP01835,3,2
EMP01836,3,2
EMP01837,4,2
EMP01838,2,4
EMP01839,4,2
EMP01840,3,2
EMP01841,4,1
EMP01842,3,1
EMP01843,4,3
EMP01844,4,3
EMP01845,3,3
EMP01846,3,3
EMP01847,5,1
EMP01848,4,1
EMP01849,5,3
EMP01850,4,3
EMP01851,3,2
EMP01852,2,1
EMP01853,2,1
EMP01854,5,2
EMP01855,3,1
EMP01856,1,2
EMP01857,4,3
EMP01858,4,1
EMP01859,2,1
EMP01860,2,4
EMP01861,3,3
EMP01862,1,4
EMP01863,4,2
EMP01864,3,3
EMP01865,4,2
EMP01866,4,3
EMP01867,3,1
EMP01868,3,1
EMP01869,3,4
EMP01870,3,3
EMP01871,3,4
EMP01872,4,2
EMP01873,3,2
EMP01874,4,3
EMP01875,2,3
EMP01876,2,3
EMP01877,5,4
EMP01878,3,1
EMP01879,3,3
EMP01880,3,2
EMP01881,2,2
EMP01882,4,3
EMP01883,1,3
EMP01884,3,1
EMP01885,3,2
EMP01886,5,3
EMP01887,3,3
EMP01888,2,2
EMP01889,3,1
EMP01890,1,1
EMP01891,2,5
EMP01892,1,4
EMP01893,3,3
EMP01894,1,5
EMP01895,3,3
EMP01896,5,1
EMP01897,4,1
EMP01898,1,4
EMP01899,2,3
EMP01900,3,4
EMP01901,4,4
EMP01902,1,3
EMP01903,4,1
EMP01904,3,2
EMP01905,3,1
EMP01906,5,2
EMP01907,4,3
EMP01908,4,1
EMP01909,3,2
EMP01910,3,3
EMP01911,3,2
EMP01912,3,3
EMP01913,3,3
EMP01914,2,3
EMP01915,2,4
EMP01916,3,1
EMP01917,4,1
EMP01918,5,4
EMP01919,3,3
EMP01920,3,3
EMP01921,2,2
EMP01922,5,4
EMP01923,3,4
EMP01924,4,3
EMP01925,4,1
EMP01926,2,4
EMP01927,3,3
EMP01928,5,3
EMP01929,1,1
EMP01930,3,3
EMP01931,5,1
EMP01932,3,2
EMP01933,4,3
EMP01934,5,2
EMP01935,4,3
EMP01936,2,3
EMP01937,3,1
EMP01938,1,3
EMP01939,4,4
EMP01940,4,2
EMP01941,3,3
EMP01942,3,2
EMP01943,1,3
EMP01944,4,2
EMP01945,4,2
EMP01946,5,1
EMP01947,4,5
EMP01948,4,3
EMP01949,4,3
EMP01950,3,2
EMP01951,3,3
EMP01952,5,2
EMP01953,3,2
EMP01954,3,3
EMP01955,1,2
EMP01956,2,2
EMP01957,3,3
EMP01958,2,4
EMP01959,2,2
EMP01960,3,1
EMP01961,2,2
EMP01962,4,5
EMP01963,3,4
EMP01964,3,3
EMP01965,2,4
EMP01966,3,3
EMP01967,3,5
EMP01968,4,2
EMP01969,4,2
EMP01970,2,3
EMP01971,3,2
EMP01972,2,3
EMP01973,5,2
EMP01974,5,3
EMP01975,3,2
EMP01976,3,1
EMP01977,4,4
EMP01978,4,4
EMP01979,3,5
EMP01980,5,3
EMP01981,3,3
EMP01982,3,3
EMP01983,4,1
EMP01984,3,2
EMP01985,4,2
EMP01986,2,4
EMP01987,3,2
EMP01988,2,4
EMP01989,3,3
EMP01990,3,3
EMP01991,5,1
EMP01992,3,2
EMP01993,4,5
EMP01994,3,2
EMP01995,4,2
EMP01996,3,2
EMP01997,3,1
EMP01998,2,2
EMP01999,3,3
EMP02000,3,3
