Employee_ID,Date,Leave_Type,Shift
EMP01061,2026-02-02,Unpaid,Morning
EMP01061,2026-02-27,Sick,Morning
EMP01062,2026-03-06,Unpaid,Morning
EMP01063,2026-03-04,Casual,Morning
EMP01068,2026-03-03,Sick,Morning
EMP01070,2026-02-04,Unpaid,Morning
EMP01075,2026-03-18,Casual,Morning
EMP01075,2026-01-15,Sick,Morning
EMP01076,2026-02-26,Sick,Morning
EMP01079,2026-03-11,Casual,Morning
EMP01080,2026-01-01,Unpaid,Morning
EMP01081,2026-02-09,Unpaid,Morning
EMP01081,2026-03-03,Sick,Morning
EMP01081,2026-03-16,Casual,Morning
EMP01085,2026-02-09,Sick,Morning
EMP01085,2026-02-23,Sick,Morning
EMP01090,2026-01-12,Unpaid,Morning
EMP01095,2026-01-26,Sick,Morning
EMP01095,2026-02-10,Sick,Morning
EMP01096,2026-02-27,Sick,Morning
EMP01096,2026-01-23,Sick,Morning
EMP01096,2026-01-14,Unpaid,Morning
EMP01101,2026-03-13,Unpaid,Morning
EMP01101,2026-02-27,Casual,Morning
EMP01102,2026-01-19,Unpaid,Morning
EMP01104,2026-03-23,Sick,Morning
EMP01110,2026-02-06,Casual,Morning
EMP01110,2026-02-04,Unpaid,Morning
EMP01110,2026-03-31,Sick,Morning
EMP01116,2026-02-12,Sick,Morning
EMP01116,2026-03-09,Sick,Morning
EMP01117,2026-03-02,Sick,Morning
EMP01118,2026-02-02,Sick,Morning
EMP01118,2026-01-06,Unpaid,Morning
EMP01118,2026-01-19,Sick,Morning
EMP01123,2026-01-19,Unpaid,Morning
EMP01123,2026-01-22,Casual,Morning
EMP01124,2026-01-23,Sick,Morning
EMP01124,2026-02-27,Casual,Morning
EMP01125,2026-01-30,Unpaid,Morning
EMP01125,2026-02-26,Casual,Morning
EMP01127,2026-02-24,Sick,Morning
EMP01132,2026-03-06,Casual,Morning
EMP01132,2026-01-22,Unpaid,Morning
EMP01132,2026-03-05,Casual,Morning
EMP01137,2026-01-20,Unpaid,Morning
EMP01137,2026-02-24,Sick,Morning
EMP01139,2026-03-12,Unpaid,Morning
EMP01139,2026-01-26,Sick,Morning
EMP01145,2026-01-07,Unpaid,Morning
EMP01145,2026-03-12,Sick,Morning
EMP01146,2026-01-23,Unpaid,Morning
EMP01148,2026-01-07,Casual,Morning
EMP01151,2026-03-05,Sick,Morning
EMP01156,2026-01-29,Unpaid,Morning
EMP01160,2026-03-25,Sick,Morning
EMP01160,2026-01-30,Unpaid,Morning
EMP01164,2026-02-26,Unpaid,Morning
EMP01164,2026-02-04,Casual,Morning
EMP01165,2026-01-30,Unpaid,Morning
EMP01165,2026-01-06,Casual,Morning
EMP01166,2026-02-09,Casual,Morning
EMP01168,2026-01-22,Sick,Morning
EMP01172,2026-01-09,Sick,Morning
EMP01176,2026-03-31,Casual,Morning
EMP01177,2026-01-30,Casual,Morning
EMP01177,2026-01-28,Unpaid,Morning
EMP01179,2026-01-14,Casual,Morning
EMP01181,2026-01-29,Casual,Morning
EMP01182,2026-01-23,Sick,Morning
EMP01182,2026-01-30,Casual,Morning
EMP01183,2026-02-06,Sick,Morning
EMP01183,2026-02-19,Sick,Morning
EMP01185,2026-02-16,Unpaid,Morning
EMP01186,2026-01-27,Unpaid,Morning
EMP01186,2026-01-26,Casual,Morning
EMP01190,2026-03-20,Casual,Morning
EMP01190,2026-03-09,Casual,Morning
EMP01190,2026-02-16,Unpaid,Morning
EMP01191,2026-03-05,Casual,Morning
EMP01191,2026-02-09,Sick,Morning
EMP01191,2026-03-09,Casual,Morning
EMP01192,2026-01-06,Sick,Morning
EMP01195,2026-03-26,Sick,Morning
EMP01201,2026-02-17,Casual,Morning
EMP01201,2026-01-29,Sick,Morning
EMP01205,2026-03-23,Unpaid,Morning
EMP01206,2026-03-24,Casual,Morning
EMP01206,2026-01-16,Sick,Morning
EMP01207,2026-01-21,Sick,Morning
EMP01207,2026-03-27,Unpaid,Morning
EMP01210,2026-02-20,Unpaid,Morning
EMP01211,2026-03-06,Casual,Morning
EMP01211,2026-03-19,Unpaid,Morning
EMP01211,2026-02-13,Casual,Morning
EMP01212,2026-03-18,Unpaid,Morning
EMP01217,2026-02-17,Sick,Morning
EMP01224,2026-03-12,Casual,Morning
EMP01224,2026-02-18,Casual,Morning
EMP01226,2026-02-06,Sick,Morning
EMP01226,2026-03-09,Sick,Morning
EMP01227,2026-02-06,Casual,Morning
EMP01230,2026-02-04,Sick,Morning
EMP01230,2026-01-14,Unpaid,Morning
EMP01230,2026-01-16,Unpaid,Morning
EMP01231,2026-03-27,Sick,Morning
EMP01233,2026-01-13,Casual,Morning
EMP01233,2026-01-28,Casual,Morning
EMP01233,2026-02-26,Casual,Morning
EMP01234,2026-01-23,Casual,Morning
EMP01234,2026-02-06,Casual,Morning
EMP01236,2026-03-09,Casual,Morning
EMP01237,2026-03-20,Sick,Morning
EMP01237,2026-03-26,Unpaid,Morning
EMP01239,2026-01-21,Unpaid,Morning
EMP01239,2026-01-08,Sick,Morning
EMP01239,2026-02-17,Casual,Morning
EMP01243,2026-03-05,Unpaid,Morning
EMP01243,2026-03-13,Unpaid,Morning
EMP01243,2026-01-20,Casual,Morning
EMP01247,2026-01-16,Unpaid,Morning
EMP01247,2026-03-06,Sick,Morning
EMP01248,2026-03-05,Unpaid,Morning
EMP01253,2026-02-05,Sick,Morning
EMP01260,2026-03-05,Casual,Morning
EMP01260,2026-03-16,Sick,Morning
EMP01260,2026-01-01,Casual,Morning
EMP01261,2026-03-17,Unpaid,Morning
EMP01261,2026-02-18,Unpaid,Morning
EMP01261,2026-02-16,Sick,Morning
EMP01262,2026-03-05,Sick,Morning
EMP01267,2026-03-11,Unpaid,Morning
EMP01267,2026-01-09,Sick,Morning
EMP01272,2026-01-21,Sick,Morning
EMP01272,2026-02-13,Unpaid,Morning
EMP01272,2026-03-03,Casual,Morning
EMP01277,2026-03-25,Casual,Morning
EMP01277,2026-01-26,Sick,Morning
EMP01283,2026-03-20,Sick,Morning
EMP01285,2026-01-21,Unpaid,Morning
EMP01285,2026-03-05,Sick,Morning
EMP01286,2026-03-04,Sick,Morning
EMP01289,2026-01-15,Unpaid,Morning
EMP01289,2026-02-18,Sick,Morning
EMP01294,2026-01-05,Sick,Morning
EMP01294,2026-01-22,Unpaid,Morning
EMP01295,2026-02-20,Casual,Morning
EMP01295,2026-03-30,Sick,Morning
EMP01297,2026-03-09,Casual,Morning
EMP01299,2026-02-03,Casual,Morning
EMP01305,2026-03-30,Sick,Morning
EMP01305,2026-02-27,Sick,Morning
EMP01305,2026-03-25,Casual,Morning
EMP01307,2026-01-05,Casual,Morning
EMP01308,2026-02-10,Sick,Morning
EMP01308,2026-01-21,Sick,Morning
EMP01308,2026-02-16,Unpaid,Morning
EMP01310,2026-02-16,Sick,Morning
EMP01310,2026-03-26,Sick,Morning
EMP01311,2026-01-21,Unpaid,Morning
EMP01312,2026-02-20,Sick,Morning
EMP01312,2026-02-27,Sick,Morning
EMP01315,2026-03-10,Unpaid,Morning
EMP01315,2026-01-12,Sick,Morning
EMP01316,2026-02-26,Sick,Morning
EMP01316,2026-02-10,Casual,Morning
EMP01319,2026-02-04,Casual,Morning
EMP01319,2026-01-20,Casual,Morning
EMP01320,2026-03-26,Unpaid,Morning
EMP01323,2026-03-23,Sick,Morning
EMP01327,2026-03-31,Casual,Morning
EMP01330,2026-03-06,Casual,Morning
EMP01330,2026-03-04,Casual,Morning
EMP01331,2026-02-05,Unpaid,Morning
EMP01331,2026-01-27,Sick,Morning
EMP01332,2026-01-09,Unpaid,Morning
EMP01332,2026-02-17,Unpaid,Morning
EMP01333,2026-03-09,Casual,Morning
EMP01339,2026-01-26,Sick,Morning
EMP01339,2026-02-17,Unpaid,Morning
EMP01339,2026-02-20,Sick,Morning
EMP01340,2026-01-28,Casual,Morning
EMP01340,2026-02-20,Sick,Morning
EMP01342,2026-03-18,Sick,Morning
EMP01342,2026-03-11,Casual,Morning
EMP01343,2026-01-23,Unpaid,Morning
EMP01344,2026-01-22,Sick,Morning
EMP01344,2026-03-25,Sick,Morning
EMP01348,2026-01-23,Casual,Morning
EMP01348,2026-01-26,Unpaid,Morning
EMP01349,2026-03-09,Casual,Morning
EMP01357,2026-02-06,Sick,Morning
EMP01359,2026-01-16,Unpaid,Morning
EMP01362,2026-03-23,Sick,Morning
EMP01362,2026-01-12,Sick,Morning
EMP01362,2026-02-09,Unpaid,Morning
EMP01363,2026-02-10,Sick,Morning
EMP01363,2026-01-07,Sick,Morning
EMP01365,2026-02-02,Casual,Morning
EMP01368,2026-03-31,Sick,Morning
EMP01371,2026-02-20,Sick,Morning
EMP01371,2026-03-03,Unpaid,Morning
EMP01374,2026-02-25,Casual,Morning
EMP01374,2026-02-23,Sick,Morning
EMP01375,2026-03-05,Sick,Morning
EMP01375,2026-03-19,Casual,Morning
EMP01376,2026-02-11,Unpaid,Morning
EMP01376,2026-03-17,Casual,Morning
EMP01381,2026-01-08,Casual,Morning
EMP01383,2026-02-24,Unpaid,Morning
EMP01383,2026-01-30,Unpaid,Morning
EMP01384,2026-03-04,Unpaid,Morning
EMP01384,2026-01-06,Casual,Morning
EMP01387,2026-01-27,Unpaid,Morning
EMP01387,2026-01-12,Unpaid,Morning
EMP01387,2026-02-17,Sick,Morning
EMP01388,2026-01-07,Unpaid,Morning
EMP01388,2026-02-24,Unpaid,Morning
EMP01389,2026-01-14,Casual,Morning
EMP01389,2026-02-24,Casual,Morning
EMP01390,2026-01-09,Sick,Morning
EMP01390,2026-02-02,Unpaid,Morning
EMP01390,2026-02-13,Unpaid,Morning
EMP01398,2026-01-15,Casual,Morning
EMP01398,2026-01-28,Unpaid,Morning
EMP01400,2026-02-19,Unpaid,Morning
EMP01402,2026-02-25,Sick,Morning
EMP01404,2026-03-03,Unpaid,Morning
EMP01409,2026-02-19,Unpaid,Morning
EMP01409,2026-02-12,Sick,Morning
EMP01409,2026-01-20,Unpaid,Morning
EMP01411,2026-02-16,Unpaid,Morning
EMP01414,2026-02-23,Sick,Morning
EMP01415,2026-01-15,Sick,Morning
EMP01415,2026-02-24,Casual,Morning
EMP01418,2026-01-13,Sick,Morning
EMP01420,2026-03-05,Casual,Morning
EMP01420,2026-03-12,Unpaid,Morning
EMP01423,2026-01-30,Sick,Morning
EMP01424,2026-01-21,Casual,Morning
EMP01427,2026-02-25,Casual,Morning
EMP01427,2026-01-23,Unpaid,Morning
EMP01427,2026-03-26,Unpaid,Morning
EMP01428,2026-03-16,Sick,Morning
EMP01428,2026-03-24,Casual,Morning
EMP01428,2026-01-19,Sick,Morning
EMP01430,2026-01-29,Unpaid,Morning
EMP01430,2026-03-03,Sick,Morning
EMP01430,2026-03-20,Unpaid,Morning
EMP01431,2026-01-01,Unpaid,Morning
EMP01432,2026-03-03,Sick,Morning
EMP01432,2026-03-26,Sick,Morning
EMP01433,2026-01-20,Unpaid,Morning
EMP01436,2026-03-11,Unpaid,Morning
EMP01436,2026-02-06,Sick,Morning
EMP01436,2026-02-13,Casual,Morning
EMP01437,2026-02-03,Sick,Morning
EMP01437,2026-02-26,Casual,Morning
EMP01442,2026-03-24,Sick,Morning
EMP01443,2026-01-26,Sick,Morning
EMP01443,2026-01-20,Casual,Morning
EMP01443,2026-03-05,Sick,Morning
EMP01445,2026-02-04,Casual,Morning
EMP01445,2026-01-29,Casual,Morning
EMP01447,2026-03-31,Casual,Morning
EMP01449,2026-01-15,Casual,Morning
EMP01449,2026-02-17,Casual,Morning
EMP01452,2026-02-18,Sick,Morning
EMP01452,2026-01-01,Sick,Morning
EMP01454,2026-03-17,Sick,Morning
EMP01454,2026-02-25,Sick,Morning
EMP01455,2026-02-17,Unpaid,Morning
EMP01455,2026-03-30,Casual,Morning
EMP01461,2026-01-21,Unpaid,Morning
EMP01461,2026-03-19,Sick,Morning
EMP01463,2026-02-13,Sick,Morning
EMP01464,2026-02-11,Casual,Morning
EMP01464,2026-03-02,Casual,Morning
EMP01466,2026-02-16,Unpaid,Morning
EMP01467,2026-01-23,Unpaid,Morning
EMP01471,2026-01-06,Casual,Morning
EMP01472,2026-02-11,Casual,Morning
EMP01472,2026-01-28,Unpaid,Morning
EMP01476,2026-01-20,Casual,Morning
EMP01477,2026-02-09,Casual,Morning
EMP01477,2026-02-26,Sick,Morning
EMP01477,2026-01-01,Unpaid,Morning
EMP01480,2026-03-23,Casual,Morning
EMP01480,2026-02-12,Unpaid,Morning
EMP01481,2026-02-11,Sick,Morning
EMP01482,2026-01-12,Sick,Morning
EMP01483,2026-01-07,Sick,Morning
EMP01484,2026-01-20,Sick,Morning
EMP01484,2026-02-16,Casual,Morning
EMP01485,2026-03-30,Unpaid,Morning
EMP01485,2026-02-24,Unpaid,Morning
EMP01486,2026-03-16,Unpaid,Morning
EMP01489,2026-03-12,Unpaid,Morning
EMP01489,2026-01-07,Unpaid,Morning
EMP01490,2026-01-07,Unpaid,Morning
EMP01491,2026-02-03,Sick,Morning
EMP01492,2026-02-06,Casual,Morning
EMP01492,2026-03-03,Unpaid,Morning
EMP01492,2026-01-06,Unpaid,Morning
EMP01494,2026-03-24,Casual,Morning
EMP01495,2026-03-24,Unpaid,Morning
EMP01496,2026-03-03,Unpaid,Morning
EMP01496,2026-02-16,Unpaid,Morning
EMP01496,2026-01-28,Sick,Morning
EMP01500,2026-01-01,Casual,Morning
EMP01501,2026-03-02,Unpaid,Morning
EMP01502,2026-02-17,Unpaid,Morning
EMP01503,2026-02-10,Casual,Morning
EMP01504,2026-03-09,Casual,Morning
EMP01510,2026-03-09,Unpaid,Morning
EMP01515,2026-01-16,Sick,Morning
EMP01516,2026-02-20,Casual,Morning
EMP01518,2026-02-27,Unpaid,Morning
EMP01522,2026-03-26,Unpaid,Morning
EMP01523,2026-02-27,Sick,Morning
EMP01523,2026-01-06,Unpaid,Morning
EMP01524,2026-02-26,Sick,Morning
EMP01524,2026-01-01,Sick,Morning
EMP01530,2026-02-12,Unpaid,Morning
EMP01533,2026-03-19,Unpaid,Morning
EMP01541,2026-01-15,Sick,Morning
EMP01550,2026-02-25,Unpaid,Morning
EMP01552,2026-01-12,Casual,Morning
EMP01554,2026-02-05,Unpaid,Morning
EMP01554,2026-03-25,Unpaid,Morning
EMP01559,2026-03-17,Sick,Morning
EMP01559,2026-03-26,Casual,Morning
EMP01560,2026-01-06,Unpaid,Morning
EMP01560,2026-03-25,Casual,Morning
EMP01561,2026-01-08,Unpaid,Morning
EMP01561,2026-02-12,Unpaid,Morning
EMP01562,2026-02-24,Casual,Morning
EMP01563,2026-01-30,Casual,Morning
EMP01566,2026-02-09,Unpaid,Morning
EMP01568,2026-03-09,Unpaid,Morning
EMP01568,2026-02-23,Unpaid,Morning
EMP01568,2026-02-18,Casual,Morning
EMP01571,2026-02-11,Casual,Morning
EMP01571,2026-01-23,Unpaid,Morning
EMP01576,2026-01-08,Sick,Morning
EMP01579,2026-01-16,Casual,Morning
EMP01579,2026-03-02,Unpaid,Morning
EMP01580,2026-01-20,Casual,Morning
EMP01580,2026-03-09,Sick,Morning
EMP01581,2026-02-27,Sick,Morning
EMP01581,2026-02-11,Unpaid,Morning
EMP01587,2026-02-24,Unpaid,Morning
EMP01587,2026-01-29,Sick,Morning
EMP01587,2026-01-05,Sick,Morning
EMP01588,2026-01-28,Unpaid,Morning
EMP01588,2026-03-09,Unpaid,Morning
EMP01594,2026-02-17,Casual,Morning
EMP01594,2026-03-12,Sick,Morning
EMP01597,2026-02-05,Casual,Morning
EMP01599,2026-01-23,Unpaid,Morning
EMP01599,2026-01-07,Unpaid,Morning
EMP01599,2026-01-09,Casual,Morning
EMP01601,2026-02-23,Casual,Morning
EMP01603,2026-02-19,Sick,Morning
EMP01605,2026-01-09,Casual,Morning
EMP01605,2026-03-12,Unpaid,Morning
EMP01606,2026-01-05,Sick,Morning
EMP01606,2026-03-30,Sick,Morning
EMP01606,2026-02-23,Casual,Morning
EMP01609,2026-02-06,Unpaid,Morning
EMP01609,2026-02-20,Casual,Morning
EMP01611,2026-01-13,Sick,Morning
EMP01612,2026-02-25,Casual,Morning
EMP01612,2026-02-19,Casual,Morning
EMP01612,2026-03-10,Casual,Morning
EMP01613,2026-02-19,Casual,Morning
EMP01613,2026-03-06,Unpaid,Morning
EMP01617,2026-03-06,Casual,Morning
EMP01620,2026-01-22,Unpaid,Morning
EMP01620,2026-01-07,Sick,Morning
EMP01620,2026-02-20,Unpaid,Morning
EMP01626,2026-01-30,Sick,Morning
EMP01633,2026-01-09,Unpaid,Morning
EMP01633,2026-03-09,Sick,Morning
EMP01635,2026-03-02,Sick,Morning
EMP01637,2026-01-27,Sick,Morning
EMP01637,2026-03-17,Casual,Morning
EMP01638,2026-03-27,Casual,Morning
EMP01639,2026-02-19,Casual,Morning
EMP01640,2026-01-15,Casual,Morning
EMP01640,2026-02-24,Casual,Morning
EMP01640,2026-01-08,Sick,Morning
EMP01648,2026-01-20,Casual,Morning
EMP01648,2026-01-07,Unpaid,Morning
EMP01650,2026-02-11,Sick,Morning
EMP01653,2026-03-12,Casual,Morning
EMP01654,2026-01-09,Casual,Morning
EMP01655,2026-01-01,Sick,Morning
EMP01662,2026-02-09,Casual,Morning
EMP01665,2026-02-17,Unpaid,Morning
EMP01665,2026-02-20,Sick,Morning
EMP01666,2026-02-27,Sick,Morning
EMP01666,2026-03-02,Sick,Morning
EMP01666,2026-03-10,Casual,Morning
EMP01668,2026-02-05,Casual,Morning
EMP01668,2026-01-15,Casual,Morning
EMP01669,2026-01-27,Casual,Morning
EMP01669,2026-03-04,Unpaid,Morning
EMP01670,2026-03-27,Casual,Morning
EMP01670,2026-02-02,Casual,Morning
EMP01674,2026-03-13,Casual,Morning
EMP01674,2026-03-18,Unpaid,Morning
EMP01675,2026-02-17,Unpaid,Morning
EMP01675,2026-01-16,Sick,Morning
EMP01677,2026-01-02,Unpaid,Morning
EMP01677,2026-03-11,Casual,Morning
EMP01678,2026-01-06,Unpaid,Morning
EMP01678,2026-01-22,Casual,Morning
EMP01681,2026-02-03,Sick,Morning
EMP01681,2026-02-04,Casual,Morning
EMP01681,2026-01-13,Unpaid,Morning
EMP01682,2026-01-06,Casual,Morning
EMP01683,2026-02-12,Casual,Morning
EMP01684,2026-01-06,Unpaid,Morning
EMP01685,2026-01-13,Sick,Morning
EMP01689,2026-01-26,Sick,Morning
EMP01690,2026-03-25,Casual,Morning
EMP01691,2026-01-28,Sick,Morning
EMP01694,2026-01-30,Unpaid,Morning
EMP01695,2026-02-20,Unpaid,Morning
EMP01702,2026-02-26,Sick,Morning
EMP01702,2026-02-12,Casual,Morning
EMP01705,2026-03-30,Casual,Morning
EMP01706,2026-02-20,Sick,Morning
EMP01707,2026-02-12,Unpaid,Morning
EMP01709,2026-02-27,Unpaid,Morning
EMP01709,2026-01-01,Casual,Morning
EMP01710,2026-01-01,Casual,Morning
EMP01711,2026-03-23,Sick,Morning
EMP01716,2026-01-13,Sick,Morning
EMP01717,2026-03-18,Unpaid,Morning
EMP01719,2026-02-10,Sick,Morning
EMP01719,2026-02-19,Sick,Morning
EMP01719,2026-01-28,Casual,Morning
EMP01720,2026-03-03,Unpaid,Morning
EMP01723,2026-03-13,Unpaid,Morning
EMP01724,2026-02-02,Unpaid,Morning
EMP01728,2026-01-13,Sick,Morning
EMP01728,2026-03-06,Unpaid,Morning
EMP01731,2026-02-12,Casual,Morning
EMP01733,2026-03-26,Casual,Morning
EMP01734,2026-01-07,Unpaid,Morning
EMP01740,2026-02-24,Casual,Morning
EMP01740,2026-01-12,Unpaid,Morning
EMP01741,2026-02-16,Unpaid,Morning
EMP01747,2026-03-20,Sick,Morning
EMP01747,2026-02-25,Sick,Morning
EMP01753,2026-03-02,Sick,Morning
EMP01753,2026-02-19,Sick,Morning
EMP01753,2026-02-18,Unpaid,Morning
EMP01754,2026-01-06,Unpaid,Morning
EMP01755,2026-01-06,Unpaid,Morning
EMP01755,2026-01-07,Casual,Morning
EMP01755,2026-03-20,Sick,Morning
EMP01756,2026-03-19,Sick,Morning
EMP01756,2026-03-23,Unpaid,Morning
EMP01758,2026-03-23,Unpaid,Morning
EMP01758,2026-01-13,Casual,Morning
EMP01761,2026-02-16,Casual,Morning
EMP01764,2026-01-16,Sick,Morning
EMP01764,2026-03-25,Unpaid,Morning
EMP01764,2026-03-13,Unpaid,Morning
EMP01765,2026-01-13,Sick,Morning
EMP01765,2026-01-12,Casual,Morning
EMP01766,2026-03-10,Sick,Morning
EMP01770,2026-01-14,Sick,Morning
EMP01771,2026-01-26,Casual,Morning
EMP01772,2026-01-07,Casual,Morning
EMP01776,2026-03-16,Unpaid,Morning
EMP01781,2026-03-05,Sick,Morning
EMP01783,2026-03-24,Casual,Morning
EMP01788,2026-03-17,Casual,Morning
EMP01788,2026-01-02,Unpaid,Morning
EMP01789,2026-01-26,Unpaid,Morning
EMP01796,2026-02-13,Unpaid,Morning
EMP01799,2026-03-06,Casual,Morning
EMP01801,2026-02-04,Casual,Morning
EMP01801,2026-02-25,Casual,Morning
EMP01804,2026-02-27,Casual,Morning
EMP01804,2026-01-30,Sick,Morning
EMP01805,2026-01-08,Unpaid,Morning
EMP01807,2026-01-27,Unpaid,Morning
EMP01811,2026-01-22,Sick,Morning
EMP01819,2026-03-05,Casual,Morning
EMP01820,2026-02-13,Sick,Morning
EMP01821,2026-03-26,Unpaid,Morning
EMP01823,2026-03-11,Sick,Morning
EMP01827,2026-03-06,Casual,Morning
EMP01827,2026-02-17,Casual,Morning
EMP01832,2026-01-05,Unpaid,Morning
EMP01832,2026-01-02,Casual,Morning
EMP01836,2026-01-15,Casual,Morning
EMP01840,2026-01-16,Unpaid,Morning
EMP01841,2026-03-11,Casual,Morning
EMP01841,2026-03-13,Casual,Morning
EMP01841,2026-03-20,Unpaid,Morning
EMP01844,2026-01-01,Casual,Morning
EMP01844,2026-01-14,Casual,Morning
EMP01844,2026-03-23,Sick,Morning
EMP01847,2026-01-27,Sick,Morning
EMP01848,2026-03-02,Sick,Morning
EMP01853,2026-02-20,Casual,Morning
EMP01853,2026-02-02,Unpaid,Morning
EMP01855,2026-03-26,Unpaid,Morning
EMP01856,2026-03-23,Sick,Morning
EMP01859,2026-02-02,Casual,Morning
EMP01859,2026-01-06,Unpaid,Morning
EMP01860,2026-01-23,Sick,Morning
EMP01861,2026-03-03,Casual,Morning
EMP01861,2026-01-06,Casual,Morning
EMP01866,2026-02-02,Sick,Morning
EMP01866,2026-01-09,Sick,Morning
EMP01867,2026-01-13,Unpaid,Morning
EMP01867,2026-03-03,Sick,Morning
EMP01868,2026-01-06,Unpaid,Morning
EMP01875,2026-02-25,Unpaid,Morning
EMP01879,2026-01-15,Casual,Morning
EMP01890,2026-01-13,Casual,Morning
EMP01890,2026-02-06,Unpaid,Morning
EMP01891,2026-02-12,Casual,Morning
EMP01891,2026-03-13,Casual,Morning
EMP01896,2026-03-25,Unpaid,Morning
EMP01896,2026-01-15,Unpaid,Morning
EMP01896,2026-02-02,Sick,Morning
EMP01899,2026-01-08,Casual,Morning
EMP01900,2026-01-19,Unpaid,Morning
EMP01900,2026-01-29,Sick,Morning
EMP01900,2026-03-02,Unpaid,Morning
EMP01901,2026-02-09,Casual,Morning
EMP01901,2026-03-23,Sick,Morning
EMP01904,2026-01-16,Casual,Morning
EMP01904,2026-01-07,Sick,Morning
EMP01907,2026-02-26,Unpaid,Morning
EMP01907,2026-01-22,Casual,Morning
EMP01909,2026-03-23,Unpaid,Morning
EMP01910,2026-03-23,Sick,Morning
EMP01911,2026-03-05,Casual,Morning
EMP01911,2026-01-14,Casual,Morning
EMP01912,2026-03-09,Unpaid,Morning
EMP01915,2026-02-25,Sick,Morning
EMP01915,2026-02-02,Unpaid,Morning
EMP01916,2026-03-05,Sick,Morning
EMP01916,2026-03-26,Casual,Morning
EMP01922,2026-01-13,Casual,Morning
EMP01922,2026-02-17,Unpaid,Morning
EMP01924,2026-03-26,Sick,Morning
EMP01924,2026-01-26,Sick,Morning
EMP01924,2026-01-08,Unpaid,Morning
EMP01925,2026-02-26,Sick,Morning
EMP01927,2026-02-23,Casual,Morning
EMP01941,2026-03-10,Unpaid,Morning
EMP01943,2026-01-13,Unpaid,Morning
EMP01946,2026-03-20,Unpaid,Morning
EMP01949,2026-01-30,Casual,Morning
EMP01949,2026-03-20,Casual,Morning
EMP01950,2026-02-17,Sick,Morning
EMP01950,2026-01-27,Unpaid,Morning
EMP01951,2026-02-05,Unpaid,Morning
EMP01951,2026-01-01,Sick,Morning
EMP01953,2026-03-12,Sick,Morning
EMP01953,2026-02-19,Sick,Morning
EMP01955,2026-01-12,Unpaid,Morning
EMP01961,2026-03-27,Sick,Morning
EMP01962,2026-01-13,Sick,Morning
EMP01968,2026-01-28,Sick,Morning
EMP01971,2026-02-11,Casual,Morning
EMP01971,2026-02-02,Casual,Morning
EMP01972,2026-02-20,Casual,Morning
EMP01972,2026-03-10,Unpaid,Morning
EMP01972,2026-01-20,Unpaid,Morning
EMP01976,2026-02-18,Casual,Morning
EMP01978,2026-03-30,Unpaid,Morning
EMP01980,2026-01-21,Unpaid,Morning
EMP01981,2026-02-25,Casual,Morning
EMP01981,2026-02-13,Casual,Morning
EMP01981,2026-02-12,Unpaid,Morning
EMP01982,2026-01-09,Unpaid,Morning
EMP01984,2026-01-06,Casual,Morning
EMP01984,2026-02-26,Unpaid,Morning
EMP01986,2026-03-19,Sick,Morning
EMP01986,2026-03-12,Casual,Morning
EMP01988,2026-01-27,Unpaid,Morning
EMP01991,2026-02-16,Sick,Morning
EMP01992,2026-03-18,Unpaid,Morning
EMP01994,2026-02-02,Casual,Morning
EMP01996,2026-03-30,Unpaid,Morning
EMP01996,2026-03-31,Sick,Morning
EMP01997,2026-03-05,Casual,Morning
EMP01999,2026-03-05,Sick,Morning
EMP01999,2026-02-19,Casual,Morning
EMP02000,2026-02-26,Sick,Morning
EMP02000,2026-03-10,Casual,Morning
EMP02000,2026-01-23,Casual,Morning
