Employee_ID,Age,Attrition_Target,Base_Salary,Bonus_Last_Year,Tax_Deductions,Training_Hours_Completed,KPI_Achievement_Pct,Manager_Rating,Satisfaction_Score,Work_Life_Balance,Total_Overtime_Hours,Total_Late_Days,Total_Working_Days_Attended,Total_Leave_Days,Tenure_Months,Absenteeism_Rate,Compa_Ratio,Avg_Daily_Overtime,Department_HR,Department_Marketing,Department_Operations,Department_Sales,Department_Technology,Gender_Male,Gender_Other,Attendance_Anomaly_Flag,Attendance_Status,Department,Critical_Flight_Risk
EMP00459,38,0,109035,9780,16530,30,120,5,3,1,20,1,64,0,51.08409986859395,0.0,1.1082820028053912,0.3125,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00460,41,0,137123,8787,8591,21,117,5,4,3,23,0,64,0,52.20105124835742,0.0,1.4129108706852138,0.359375,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP00461,46,0,84458,2593,23565,22,96,5,4,4,16,2,64,0,44.08672798948752,0.0,0.9167661680741592,0.25,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP00462,43,0,131556,10315,21738,22,114,5,4,5,20,1,62,2,26.445466491458607,0.0307692307692307,1.355548686244204,0.3225806451612903,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP00463,34,0,48080,10135,7631,14,77,3,3,3,18,0,62,2,23.88304862023653,0.0307692307692307,0.4887072838527372,0.2903225806451613,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00464,40,0,128743,9107,22905,25,119,5,3,3,21,1,64,0,97.73324572930356,0.0,1.3974665132535875,0.328125,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00465,57,0,73957,6852,24056,2,72,2,3,3,21,2,62,2,34.78975032851511,0.0307692307692307,0.7517330405968572,0.3387096774193548,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00466,33,0,53908,6629,16370,22,91,4,4,3,15,2,64,0,9.494086727989488,0.0,0.5851551136486985,0.234375,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP00467,40,0,136188,3869,23721,19,117,5,4,3,24,1,64,0,52.59526938239159,0.0,1.4782797473026072,0.375,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00468,33,1,135880,10986,22012,39,120,5,2,4,18,2,62,2,96.1892247043364,0.0307692307692307,1.4749365000108547,0.2903225806451613,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00469,30,0,130570,13543,7679,38,120,5,3,3,25,0,64,0,37.08935611038108,0.0,1.3528326909527957,0.390625,0,0,0,0,0,1,0,1,Normal,Finance,0
EMP00470,28,0,131324,11270,9422,7,95,4,3,3,21,2,64,0,17.378449408672797,0.0,1.3531581658938692,0.328125,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP00471,49,0,118287,7971,12463,17,104,5,5,3,21,2,64,0,40.473061760841,0.0,1.2023235957797158,0.328125,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00472,35,0,87482,14885,14613,5,76,3,3,3,12,3,63,1,7.424441524310118,0.0153846153846153,0.9495907778477304,0.1904761904761904,0,0,1,0,0,1,0,-1,Anomaly,Operations,0
EMP00473,52,0,139329,9167,22510,26,120,5,3,3,30,0,62,2,27.8580814717477,0.0307692307692307,1.5123743568590844,0.4838709677419355,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00474,40,1,138375,9267,6780,35,120,5,1,3,26,3,64,0,72.99605781865965,0.0,1.4504564941667275,0.40625,1,0,0,0,0,0,0,1,Normal,HR,0
EMP00475,37,0,78314,7822,14424,14,86,4,3,1,24,0,64,0,57.45729303547963,0.0,0.7960195970807669,0.375,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00476,26,0,140989,2989,11571,36,120,5,1,2,22,3,64,0,60.61103810775296,0.0,1.4330771889166718,0.34375,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00477,56,0,114921,7062,5825,4,88,4,4,3,22,1,64,0,40.67017082785808,0.0,1.1681100201256327,0.34375,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00478,33,0,123768,11659,16155,38,120,5,4,4,15,1,64,0,21.090670170827856,0.0,1.2823573293547184,0.234375,0,0,0,0,0,1,0,1,Normal,Finance,0
EMP00479,46,0,148880,5340,7395,8,99,5,3,2,24,2,64,0,62.187910643889616,0.0,1.5340546110252449,0.375,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP00480,42,0,140326,9643,9145,6,99,5,3,3,19,0,62,2,50.42706964520368,0.0307692307692307,1.5231964917612837,0.3064516129032258,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP00481,57,0,55831,3823,20779,19,88,4,4,2,20,1,62,2,97.66754270696453,0.0307692307692307,0.578463674416677,0.3225806451612903,0,0,0,0,0,0,0,1,Normal,Finance,0
EMP00482,44,1,60125,13454,10492,9,73,2,2,1,28,1,64,0,33.08147174770039,0.0,0.6111382163403875,0.4375,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00483,37,1,102451,3932,12111,25,112,5,2,5,21,2,64,0,31.57030223390276,0.0,1.058728091931217,0.328125,0,1,0,0,0,0,0,1,Normal,Marketing,0
EMP00484,35,1,85708,10220,18087,3,73,2,5,4,17,2,64,0,6.603153745072273,0.0,0.8831324059763008,0.265625,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP00485,52,0,57682,8554,14984,37,108,5,4,1,24,2,64,0,36.4323258869908,0.0,0.5960854828042328,0.375,0,1,0,0,0,0,0,1,Normal,Marketing,0
EMP00486,26,0,142406,2429,11792,23,120,5,4,3,28,2,64,0,33.27858081471748,0.0,1.475465207841187,0.4375,0,0,0,0,0,1,0,1,Normal,Finance,0
EMP00487,56,1,122824,11824,24935,13,106,5,2,2,22,2,64,0,85.64388961892247,0.0,1.333217549877342,0.34375,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP00488,44,1,75794,7444,12711,0,62,1,2,5,15,2,64,0,49.37582128777924,0.0,0.8227210559451187,0.234375,0,0,1,0,0,0,1,1,Normal,Operations,0
EMP00489,50,0,99372,10510,6565,16,95,4,1,2,23,2,64,0,84.36268068331142,0.0,1.010062816368848,0.359375,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00490,32,1,79477,11277,8667,23,98,5,2,2,27,0,61,3,82.03022339027595,0.0461538461538461,0.8078408651989185,0.4426229508196721,0,0,0,0,1,1,0,-1,Anomaly,Technology,1
EMP00491,39,0,93863,10537,11459,26,109,5,4,3,21,1,62,2,72.47043363994743,0.0307692307692307,0.972512329561938,0.3387096774193548,0,0,0,0,0,1,0,1,Normal,Finance,0
EMP00492,33,0,129941,7147,9096,6,89,4,2,4,26,2,64,0,46.55059132720105,0.0,1.32078022402472,0.40625,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00493,30,0,78737,7631,6019,8,80,3,4,2,16,1,61,3,29.07358738501971,0.0461538461538461,0.8113034518289541,0.2622950819672131,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP00494,31,1,42620,3598,14476,34,105,5,2,3,29,0,62,2,96.02496714848884,0.0307692307692307,0.433209326909394,0.4677419354838709,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00495,38,0,140950,4329,13254,11,106,5,3,1,17,0,62,2,37.3850197109067,0.0307692307692307,1.4603796261759707,0.2741935483870967,0,0,0,0,0,0,0,1,Normal,Finance,0
EMP00496,59,0,143169,6718,16584,20,113,5,5,4,31,2,64,0,86.16951379763469,0.0,1.4552357138500944,0.484375,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00497,28,1,75057,9923,10965,2,66,2,2,1,19,2,64,0,100.42706964520367,0.0,0.7776638070371752,0.296875,0,0,0,0,0,1,0,1,Normal,Finance,0
EMP00498,34,0,80138,8218,16464,14,86,4,3,4,22,1,64,0,88.83048620236531,0.0,0.8698738683976294,0.34375,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00499,30,0,119390,13782,23653,20,111,5,3,3,22,1,64,0,53.44940867279895,0.0,1.2135349962391495,0.34375,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00500,48,0,93024,92,17439,9,81,3,2,3,24,1,64,0,8.442838370565045,0.0,0.9455388180764774,0.375,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00501,23,0,49677,10856,9721,32,108,5,3,5,27,2,64,0,64.71747700394218,0.0,0.511870170015456,0.421875,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP00502,26,0,84111,8500,13408,5,80,3,3,5,22,2,64,0,80.02628120893561,0.0,0.912999587521438,0.34375,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00503,50,1,64074,51,5195,1,58,1,3,3,22,1,63,1,80.55190538764784,0.0153846153846153,0.6512776727450144,0.3492063492063492,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00504,58,0,57824,318,8273,28,99,5,4,1,22,1,64,0,70.89356110381077,0.0,0.595816589386914,0.34375,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP00505,59,0,40765,10184,20330,39,109,5,3,3,17,2,64,0,13.140604467805518,0.0,0.4143542517940273,0.265625,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00506,40,0,85439,12468,15886,32,120,5,1,3,13,0,64,0,22.864651773981603,0.0,0.9274146277923712,0.203125,0,0,1,0,0,0,0,-1,Anomaly,Operations,0
EMP00507,29,0,137151,5688,8212,3,88,4,3,3,22,1,61,3,73.98160315374507,0.0461538461538461,1.4131993817619783,0.360655737704918,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP00508,22,1,88926,12083,7755,3,80,3,1,3,19,0,64,0,56.17608409986859,0.0,0.9652649632025704,0.296875,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00509,43,0,76860,7018,22905,28,102,5,3,1,16,1,64,0,17.082785808147175,0.0,0.8342921650782624,0.25,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP00510,38,0,52975,7210,6080,36,107,5,3,3,19,2,64,0,97.01051248357425,0.0,0.5384623203431522,0.296875,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00511,28,1,114877,12934,20501,19,104,5,2,3,27,1,64,0,24.27726675427069,0.0,1.2469552569307254,0.421875,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00512,46,0,133677,3956,22105,22,114,5,4,1,25,4,63,1,59.55978975032851,0.0153846153846153,1.3587546502408978,0.3968253968253968,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00513,25,0,117870,6057,19047,17,103,5,5,3,26,0,64,0,37.12220762155059,0.0,1.2794433710353212,0.40625,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00514,57,0,121371,13571,22946,24,113,5,4,3,23,3,64,0,81.86596583442838,0.0,1.2575220688797712,0.359375,0,0,0,0,0,0,0,1,Normal,Finance,0
EMP00515,27,1,66548,14532,5639,0,58,1,3,3,21,1,62,2,30.09198423127464,0.0307692307692307,0.7223585089985455,0.3387096774193548,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00516,52,0,140970,10884,17502,14,112,5,3,1,24,0,62,2,35.08541392904073,0.0307692307692307,1.4328840641580778,0.3870967741935484,0,0,0,0,1,0,1,1,Normal,Technology,0
EMP00517,40,0,130575,11210,10190,33,120,5,5,3,22,1,63,1,100.2299605781866,0.0153846153846153,1.327224492285174,0.3492063492063492,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00518,48,0,138066,14590,8736,19,118,5,3,2,22,0,64,0,27.496714848883048,0.0,1.4226275115919629,0.34375,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP00519,31,0,78736,10216,21473,36,120,5,4,3,22,0,62,2,39.02759526938239,0.0307692307692307,0.8112931478619269,0.3548387096774194,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP00520,47,0,101562,6875,6251,26,113,5,1,3,26,2,64,0,56.17608409986859,0.0,1.032322985912057,0.40625,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00521,40,1,80409,4431,14294,21,96,5,1,3,20,1,62,2,88.92904073587384,0.0307692307692307,0.8285316846986089,0.3225806451612903,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP00522,24,0,124101,13864,21732,4,83,3,4,1,19,1,64,0,96.12352168199736,0.0,1.2614197719094955,0.296875,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00523,34,0,49834,1525,9052,33,107,5,4,3,25,1,63,1,59.16557161629435,0.0153846153846153,0.513487892838743,0.3968253968253968,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP00524,49,0,142192,13277,24325,38,120,5,4,5,19,1,61,3,96.4520367936925,0.0461538461538461,1.5434513600937847,0.3114754098360656,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00525,41,1,40840,7043,5271,2,52,1,5,2,32,0,64,0,90.11169513797634,0.0,0.4208140133951571,0.5,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP00526,49,1,119409,1278,23414,16,108,5,2,4,19,1,62,2,39.35611038107753,0.0307692307692307,1.2137281209977435,0.3064516129032258,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00527,29,1,71568,8705,16698,23,105,5,2,3,28,1,63,1,57.12877792378449,0.0153846153846153,0.737434312210201,0.4444444444444444,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP00528,22,0,50846,6125,20889,23,93,4,5,3,15,3,63,1,32.58869908015769,0.0153846153846153,0.5168221829196398,0.238095238095238,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00529,24,1,45899,7874,14657,2,62,1,2,2,23,2,64,0,100.7555847568988,0.0,0.4982198293641317,0.359375,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00530,34,0,126038,12529,14387,6,90,4,3,2,22,2,64,0,13.206307490144546,0.0,1.2811083328251105,0.34375,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00531,49,0,106101,14484,21376,24,106,5,3,4,23,0,62,2,11.727989487516425,0.0307692307692307,1.0993099589705333,0.3709677419354839,0,0,0,0,0,0,0,1,Normal,Finance,0
EMP00532,46,1,78773,9925,16279,2,71,2,1,2,15,0,64,0,38.30486202365309,0.0,0.8550572042637258,0.234375,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP00533,54,1,147460,11562,17015,14,112,5,2,1,23,2,64,0,49.83574244415243,0.0,1.6006339144215531,0.359375,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP00534,59,0,148778,6900,12041,28,120,5,3,3,14,0,62,2,10.972404730617608,0.0307692307692307,1.5414853495793444,0.2258064516129032,0,0,0,0,0,0,0,-1,Anomaly,Finance,0
EMP00535,27,0,114723,12113,22510,28,119,5,4,1,28,1,63,1,65.27595269382391,0.0153846153846153,1.245283633284849,0.4444444444444444,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00536,53,0,112762,14955,13708,9,94,4,4,3,23,2,63,1,23.127463863337717,0.0153846153846153,1.2239975685474245,0.365079365079365,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00537,42,0,147683,2500,15857,31,120,5,3,3,25,1,64,0,21.057818659658345,0.0,1.5261553406084656,0.390625,0,1,0,0,0,1,0,1,Normal,Marketing,0
EMP00538,37,0,144194,3464,14493,22,117,5,3,4,23,2,64,0,8.147174770039422,0.0,1.490100033068783,0.359375,0,1,0,0,0,1,0,1,Normal,Marketing,0
EMP00539,42,1,44311,2259,13052,38,107,5,2,3,19,1,64,0,23.52168199737188,0.0,0.4579096395502645,0.296875,0,1,0,0,0,0,0,1,Normal,Marketing,0
EMP00540,32,1,149750,12955,21995,8,102,5,2,1,26,2,64,0,39.81603153745072,0.0,1.5696900451777236,0.40625,1,0,0,0,0,1,0,1,Normal,HR,0
EMP00541,58,0,96888,12881,22133,36,120,5,3,2,18,2,64,0,89.02759526938239,0.0,1.0012400793650793,0.28125,0,1,0,0,0,1,0,1,Normal,Marketing,0
EMP00542,57,1,81616,14466,18580,39,120,5,1,3,19,3,63,1,57.58869908015768,0.0153846153846153,0.8409685729005667,0.3015873015873015,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP00543,56,1,92134,7496,23240,13,87,4,2,3,20,3,64,0,98.3245729303548,0.0,0.9364924478054928,0.3125,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00544,40,0,131225,2659,22910,3,87,4,3,5,24,1,63,1,99.14586070959264,0.0153846153846153,1.3338313919212863,0.3809523809523809,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00545,41,0,46083,255,15216,19,77,3,3,3,18,0,62,2,42.41130091984231,0.0307692307692307,0.4684088552784046,0.2903225806451613,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00546,39,1,52598,1502,11229,27,98,5,1,1,16,5,64,0,20.40078843626807,0.0,0.5346303185542071,0.25,0,0,0,0,1,0,0,-1,Anomaly,Technology,1
EMP00547,35,0,122476,4656,18343,13,105,5,3,4,19,1,64,0,44.842312746386334,0.0,1.244902522819215,0.296875,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00548,36,0,132416,10302,7098,33,120,5,3,1,26,1,64,0,19.349540078843624,0.0,1.3683862433862437,0.40625,0,1,0,0,0,1,0,1,Normal,Marketing,0
EMP00549,52,1,42580,5430,20438,12,78,3,1,1,19,1,64,0,75.32851511169514,0.0,0.4328027484702486,0.296875,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00550,22,0,97395,8598,12865,30,120,5,5,3,20,2,64,0,79.56636005256242,0.0,1.0571934090267676,0.3125,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00551,24,1,82321,11041,21557,32,118,5,1,4,22,2,63,1,86.53088042049934,0.0153846153846153,0.8367485922221545,0.3492063492063492,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00552,37,0,49386,3176,17211,38,113,5,4,3,25,2,64,0,26.05124835742444,0.0,0.5019820698908337,0.390625,0,0,0,0,1,0,1,1,Normal,Technology,0
EMP00553,44,1,93171,1860,5500,27,111,5,1,2,28,3,61,3,99.34296977660972,0.0461538461538461,0.9653425338803928,0.4590163934426229,0,0,0,0,0,0,0,-1,Anomaly,Finance,1
EMP00554,32,0,59522,6158,8646,24,98,5,4,2,19,1,64,0,78.64651773981603,0.0,0.615100033068783,0.296875,0,1,0,0,0,0,0,1,Normal,Marketing,0
EMP00555,33,0,105532,5806,23747,31,120,5,1,2,26,1,63,1,65.67017082785807,0.0153846153846153,1.0726758959972351,0.4126984126984127,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00556,31,0,131760,4354,15048,8,88,4,4,2,20,2,63,1,54.2706964520368,0.0153846153846153,1.430215140134164,0.3174603174603174,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP00557,53,1,54635,722,16344,27,100,5,3,2,25,0,64,0,92.80551905387648,0.0,0.5930464798211146,0.390625,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00558,37,0,40671,7579,23280,30,94,4,4,3,20,0,63,1,88.76478318002627,0.0153846153846153,0.4190726429675425,0.3174603174603174,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP00559,29,0,73545,9474,14910,16,84,3,3,4,18,2,64,0,88.107752956636,0.0,0.757805255023184,0.28125,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP00560,59,0,94079,613,6778,22,104,5,1,2,25,2,64,0,64.45466491458606,0.0,1.021199227145431,0.390625,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP00561,33,0,66855,3331,17984,12,79,3,4,2,22,1,64,0,99.7700394218134,0.0,0.6908792162698413,0.34375,0,1,0,0,0,0,0,1,Normal,Marketing,0
EMP00562,45,1,75790,5790,24441,9,73,2,1,4,16,0,61,3,57.22733245729303,0.0461538461538461,0.7944361170218341,0.2622950819672131,1,0,0,0,0,1,0,-1,Anomaly,HR,1
EMP00563,49,0,91012,3116,10190,15,93,4,5,3,16,6,62,2,42.21419185282523,0.0307692307692307,0.9879078653148948,0.2580645161290322,0,0,1,0,0,0,0,-1,Anomaly,Operations,0
EMP00564,29,1,54260,10170,20304,5,69,2,1,4,23,2,64,0,36.69513797634691,0.0,0.5515236527006973,0.359375,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00565,49,0,105139,9004,11997,10,85,3,3,2,23,2,64,0,70.30223390275953,0.0,1.0833487892838742,0.359375,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP00566,57,0,41074,9978,17020,2,61,1,4,1,18,1,64,0,71.02496714848883,0.0,0.4174950702364253,0.28125,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00567,47,0,82676,330,9747,27,101,5,3,3,28,2,64,0,74.01445466491458,0.0,0.8974230944575907,0.4375,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00568,29,1,49475,2212,14286,14,85,3,2,3,22,3,63,1,57.26018396846255,0.0153846153846153,0.5112743882275133,0.3492063492063492,0,1,0,0,0,1,0,1,Normal,Marketing,0
EMP00569,49,0,118414,9408,5045,12,95,4,4,3,26,0,64,0,97.47043363994744,0.0,1.2268846616105102,0.40625,0,0,0,0,0,0,0,1,Normal,Finance,0
EMP00570,49,0,55120,13832,12758,16,82,3,4,3,17,2,64,0,16.88567674113009,0.0,0.5602650891423228,0.265625,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00571,58,0,63147,5493,24585,6,62,1,5,2,25,1,62,2,38.86333771353482,0.0307692307692307,0.6418552174178204,0.4032258064516129,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00572,57,0,41986,7232,5455,27,94,4,3,3,14,2,62,2,26.31406044678055,0.0307692307692307,0.4326223596084492,0.2258064516129032,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP00573,48,0,149129,12674,14854,37,120,5,3,3,18,3,64,0,91.39290407358736,0.0,1.545122052302209,0.28125,0,0,0,0,0,1,0,1,Normal,Finance,0
EMP00574,38,0,72430,5614,24308,12,81,3,3,3,22,2,64,0,25.755584756898816,0.0,0.7592163604155092,0.34375,1,0,0,0,0,0,0,1,Normal,HR,0
EMP00575,30,1,147497,5913,22349,16,110,5,2,3,22,0,61,3,36.4323258869908,0.0461538461538461,1.4992275009656235,0.360655737704918,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00576,54,0,95479,5913,6528,14,89,4,4,3,21,1,64,0,33.83705650459921,0.0,1.0363958057443068,0.328125,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00577,41,0,122966,14102,7976,35,120,5,3,2,23,3,64,0,46.45203679369251,0.0,1.2498831086987456,0.359375,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00578,34,0,42176,11529,24455,27,94,4,3,2,17,3,64,0,17.47700394218134,0.0,0.4578077849901222,0.265625,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00579,49,0,124258,10567,18288,14,108,5,3,3,22,2,64,0,67.83837056504599,0.0,1.2630155922831412,0.34375,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00580,50,0,148351,5611,11387,10,102,5,4,1,33,5,63,1,34.39553219448094,0.0153846153846153,1.53706121264868,0.5238095238095238,0,0,0,0,0,1,0,-1,Anomaly,Finance,0
EMP00581,34,0,124153,9432,7521,30,120,5,5,3,19,2,64,0,52.95663600525624,0.0,1.2619483238803846,0.296875,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00582,56,0,101918,319,11525,3,81,3,3,4,19,0,63,1,20.795006570302235,0.0153846153846153,1.106289212600135,0.3015873015873015,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP00583,27,0,67115,8085,6126,34,106,5,3,2,20,4,61,3,64.94743758212877,0.0461538461538461,0.6915507470376094,0.3278688524590163,0,0,0,1,0,0,0,-1,Anomaly,Sales,0
EMP00584,39,0,142912,12686,18348,33,120,5,4,1,23,6,64,0,13.469119579500656,0.0,1.4526234473785855,0.359375,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00585,26,0,117442,10106,12716,26,120,5,3,5,19,3,64,0,25.62417871222076,0.0,1.210118495620814,0.296875,0,0,0,1,0,0,1,1,Normal,Sales,0
EMP00586,46,1,80002,4200,21102,9,75,2,1,2,12,2,64,0,40.04599211563732,0.0,0.8131772072127015,0.1875,0,0,0,0,1,1,0,-1,Anomaly,Technology,1
EMP00587,23,1,97124,4791,8404,29,108,5,1,1,17,1,64,0,48.75164257555847,0.0,0.987213108088878,0.265625,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00588,31,1,46610,329,9492,19,91,4,1,2,14,2,64,0,39.61892247043364,0.0,0.5059375203525607,0.21875,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP00589,51,0,148828,8851,7343,28,120,5,3,3,25,1,64,0,73.98160315374507,0.0,1.533518804739825,0.390625,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP00590,26,0,89752,11880,5106,28,112,5,4,2,28,0,61,3,53.745072273324574,0.0461538461538461,0.9742309445759068,0.4590163934426229,0,0,1,0,0,1,0,-1,Anomaly,Operations,0
EMP00591,54,0,118947,11310,20195,22,112,5,3,3,27,2,64,0,73.39027595269383,0.0,1.2291976686507935,0.421875,0,1,0,0,0,1,0,1,Normal,Marketing,0
EMP00592,22,0,114716,6742,18241,20,96,5,3,3,24,0,64,0,23.390275952693823,0.0,1.1885697708152017,0.375,0,0,0,0,0,1,0,1,Normal,Finance,0
EMP00593,39,0,87993,4916,24538,9,81,3,5,1,19,2,63,1,99.83574244415244,0.0153846153846153,0.8944014148929682,0.3015873015873015,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00594,53,1,50073,10164,17575,11,74,2,4,2,23,2,64,0,74.14586070959264,0.0,0.5089650545831554,0.359375,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00595,32,0,77251,14976,9801,29,110,5,3,3,28,3,64,0,80.946123521682,0.0,0.8385363523869483,0.4375,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00596,42,1,136496,1793,10580,32,120,5,2,3,23,0,61,3,65.60446780551905,0.0461538461538461,1.48162299459436,0.3770491803278688,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP00597,47,1,111437,6457,21598,17,101,5,2,1,29,1,64,0,49.27726675427069,0.0,1.1326970380760708,0.453125,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00598,46,0,78897,11410,10400,13,88,4,1,2,20,0,64,0,100.03285151116953,0.0,0.8019454778313106,0.3125,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00599,43,1,90906,8125,11875,21,99,5,2,3,26,2,63,1,49.11300919842313,0.0153846153846153,0.9366924265842348,0.4126984126984127,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP00600,48,1,91616,12749,13656,20,94,4,2,4,18,1,61,3,86.72798948751642,0.0461538461538461,0.9944641035104096,0.2950819672131147,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP00601,34,0,148719,5703,11247,0,84,3,3,2,23,2,64,0,41.98423127463863,0.0,1.5116484722815149,0.359375,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00602,54,1,44482,10725,11177,14,69,2,1,3,24,2,64,0,61.136662286465175,0.0,0.4583410613086038,0.375,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP00603,55,0,147990,13963,12269,35,120,5,2,2,22,2,62,2,20.532194480946124,0.0307692307692307,1.6063869048911277,0.3548387096774194,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP00604,56,0,130964,10649,19974,21,109,5,2,2,21,2,62,2,33.40998685939553,0.0307692307692307,1.331178467605863,0.3387096774193548,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00605,22,0,112936,6170,19037,31,120,5,3,1,26,3,64,0,14.684625492772668,0.0,1.1479335650830436,0.40625,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP00606,42,0,79574,11292,23756,32,113,5,3,3,23,1,62,2,72.01051248357425,0.0307692307692307,0.822317294973545,0.3709677419354839,0,1,0,0,0,0,0,1,Normal,Marketing,0
